p,p_erase,rounds,shots,fails_blind,fails_aware,ler_blind,ler_aware,stderr_blind,stderr_aware,ms_blind,ms_aware,bp_conv_blind,bp_conv_aware,bp_iter_blind,bp_iter_aware
0.001,0.0075,6,20000,854,42,0.007246691358142265,0.0003503066436063573,0.0002382712914585669,5.394943620341798e-05,184.21606150001026,48.21251595500071,0.0328,0.73355,29.21775,10.08695
0.001,0.01,6,20000,1045,41,0.008904208064373975,0.0003419588730871892,0.0002622550113386248,5.330464723330102e-05,209.46635497005627,53.916884855087844,0.0284,0.7372,29.34925,9.99255
0.001,0.015,6,20000,1201,42,0.010268349571676771,0.0003503066436063573,0.0002799900729887083,5.394943620341798e-05,188.1694973299571,47.58878929003477,0.02305,0.737,29.50785,10.08415
0.001,0.02,6,20000,957,47,0.008138814634405578,0.00039205072528814,0.00025155178807421215,5.706328723443822e-05,245.84991469499437,64.3716252900129,0.0479,0.7368,29.15185,10.1722
0.001,0.03,6,20000,1181,55,0.010092933645070246,0.00045885939125067665,0.0002777966319990219,6.17166182824547e-05,99.38026827997018,58.698317635004784,0.55915,0.74845,18.2043,9.98615
